instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,dayofmonth,train
6466,10/1/11,4,0,10,23,0,6,0,3,0.36,0.3485,0.93,0.2239,8,57,65,1,1
6467,10/2/11,4,0,10,0,0,0,0,3,0.36,0.3333,0.93,0.2985,4,43,47,2,1
6468,10/2/11,4,0,10,1,0,0,0,3,0.34,0.3182,0.87,0.2537,1,23,24,2,1
6469,10/2/11,4,0,10,2,0,0,0,3,0.34,0.303,0.87,0.2985,3,27,30,2,1
6470,10/2/11,4,0,10,3,0,0,0,3,0.34,0.3182,0.87,0.2836,4,5,9,2,1
6471,10/2/11,4,0,10,4,0,0,0,2,0.34,0.3182,0.87,0.2537,4,3,7,2,1
6472,10/2/11,4,0,10,5,0,0,0,1,0.32,0.303,0.87,0.2836,0,7,7,2,1
6473,10/2/11,4,0,10,6,0,0,0,1,0.32,0.3182,0.81,0.1642,2,13,15,2,1
6474,10/2/11,4,0,10,7,0,0,0,1,0.34,0.3333,0.76,0.194,5,24,29,2,1
6475,10/2/11,4,0,10,8,0,0,0,2,0.34,0.3333,0.76,0.194,14,50,64,2,1
6476,10/2/11,4,0,10,9,0,0,0,1,0.36,0.3333,0.76,0.3582,19,96,115,2,1
6477,10/2/11,4,0,10,10,0,0,0,2,0.36,0.3333,0.71,0.2836,60,188,248,2,1
6478,10/2/11,4,0,10,11,0,0,0,2,0.38,0.3939,0.66,0.2537,74,218,292,2,1
6479,10/2/11,4,0,10,12,0,0,0,2,0.4,0.4091,0.62,0.194,78,243,321,2,1
6480,10/2/11,4,0,10,13,0,0,0,3,0.4,0.4091,0.62,0.2239,84,224,308,2,1
6481,10/2/11,4,0,10,14,0,0,0,3,0.36,0.3485,0.81,0.1642,61,195,256,2,1
6482,10/2/11,4,0,10,15,0,0,0,3,0.36,0.3333,0.81,0.2537,29,144,173,2,1
6483,10/2/11,4,0,10,16,0,0,0,3,0.36,0.3485,0.87,0.194,44,162,206,2,1
6484,10/2/11,4,0,10,17,0,0,0,3,0.36,0.3485,0.87,0.1642,32,135,167,2,1
6485,10/2/11,4,0,10,18,0,0,0,2,0.36,0.3485,0.81,0.194,16,158,174,2,1
6486,10/2/11,4,0,10,19,0,0,0,2,0.38,0.3939,0.76,0.1642,34,128,162,2,1
6487,10/2/11,4,0,10,20,0,0,0,2,0.36,0.3333,0.76,0.2537,16,71,87,2,1
6488,10/2/11,4,0,10,21,0,0,0,1,0.36,0.3485,0.71,0.2239,17,71,88,2,1
6489,10/2/11,4,0,10,22,0,0,0,3,0.36,0.3636,0.81,0.0896,9,55,64,2,1
6490,10/2/11,4,0,10,23,0,0,0,1,0.36,0.3636,0.81,0.0896,6,19,25,2,1
6491,10/3/11,4,0,10,0,0,1,1,1,0.34,0.3485,0.87,0.1045,3,13,16,3,1
6492,10/3/11,4,0,10,1,0,1,1,1,0.36,0.3636,0.81,0.0896,1,5,6,3,1
6493,10/3/11,4,0,10,2,0,1,1,1,0.36,0.3636,0.76,0.1045,0,4,4,3,1
6494,10/3/11,4,0,10,3,0,1,1,1,0.36,0.3788,0.81,0,1,6,7,3,1
6495,10/3/11,4,0,10,4,0,1,1,1,0.34,0.3485,0.87,0.1045,2,6,8,3,1
6496,10/3/11,4,0,10,5,0,1,1,2,0.36,0.3636,0.76,0.1045,4,17,21,3,1
6497,10/3/11,4,0,10,6,0,1,1,2,0.36,0.3788,0.71,0,3,91,94,3,1
6498,10/3/11,4,0,10,7,0,1,1,2,0.36,0.3485,0.71,0.1343,8,241,249,3,1
6499,10/3/11,4,0,10,8,0,1,1,2,0.36,0.3636,0.71,0.1045,13,359,372,3,1
6500,10/3/11,4,0,10,9,0,1,1,2,0.4,0.4091,0.66,0.0896,12,141,153,3,1
6501,10/3/11,4,0,10,10,0,1,1,2,0.4,0.4091,0.66,0.1045,19,82,101,3,1
6502,10/3/11,4,0,10,11,0,1,1,2,0.4,0.4091,0.71,0.2239,26,100,126,3,1
6503,10/3/11,4,0,10,12,0,1,1,2,0.4,0.4091,0.71,0.1343,29,118,147,3,1
6504,10/3/11,4,0,10,13,0,1,1,3,0.42,0.4242,0.67,0.1642,16,102,118,3,1
6505,10/3/11,4,0,10,14,0,1,1,3,0.4,0.4091,0.76,0,26,94,120,3,1
6506,10/3/11,4,0,10,15,0,1,1,3,0.4,0.4091,0.76,0,22,79,101,3,1
6507,10/3/11,4,0,10,16,0,1,1,2,0.4,0.4091,0.76,0.1045,16,202,218,3,1
6508,10/3/11,4,0,10,17,0,1,1,2,0.4,0.4091,0.76,0.1642,40,455,495,3,1
6509,10/3/11,4,0,10,18,0,1,1,2,0.4,0.4091,0.76,0.1642,28,384,412,3,1
6510,10/3/11,4,0,10,19,0,1,1,1,0.4,0.4091,0.76,0,15,300,315,3,1
6511,10/3/11,4,0,10,20,0,1,1,3,0.4,0.4091,0.82,0,13,191,204,3,1
6512,10/3/11,4,0,10,21,0,1,1,2,0.4,0.4091,0.82,0,10,128,138,3,1
6513,10/3/11,4,0,10,22,0,1,1,2,0.4,0.4091,0.82,0,12,79,91,3,1
6514,10/3/11,4,0,10,23,0,1,1,2,0.4,0.4091,0.82,0.1045,11,43,54,3,1
6515,10/4/11,4,0,10,0,0,2,1,2,0.4,0.4091,0.87,0.0896,5,22,27,4,1
6516,10/4/11,4,0,10,1,0,2,1,2,0.4,0.4091,0.87,0.1045,1,8,9,4,1
6517,10/4/11,4,0,10,2,0,2,1,2,0.4,0.4091,0.87,0,1,2,3,4,1
6518,10/4/11,4,0,10,3,0,2,1,1,0.4,0.4091,0.82,0.1045,3,3,6,4,1
6519,10/4/11,4,0,10,4,0,2,1,1,0.4,0.4091,0.82,0.0896,3,4,7,4,1
6520,10/4/11,4,0,10,5,0,2,1,1,0.4,0.4091,0.82,0.1343,2,25,27,4,1
6521,10/4/11,4,0,10,6,0,2,1,1,0.4,0.4091,0.82,0.1045,3,109,112,4,1
6522,10/4/11,4,0,10,7,0,2,1,1,0.42,0.4242,0.82,0.2836,11,298,309,4,1
6523,10/4/11,4,0,10,8,0,2,1,1,0.44,0.4394,0.77,0.2239,28,372,400,4,1
6524,10/4/11,4,0,10,9,0,2,1,1,0.46,0.4545,0.67,0.2537,19,168,187,4,1
6525,10/4/11,4,0,10,10,0,2,1,1,0.48,0.4697,0.67,0.2836,19,107,126,4,1
6526,10/4/11,4,0,10,11,0,2,1,1,0.54,0.5152,0.64,0.2836,22,102,124,4,1
6527,10/4/11,4,0,10,12,0,2,1,1,0.56,0.5303,0.56,0.2985,39,160,199,4,1
6528,10/4/11,4,0,10,13,0,2,1,1,0.56,0.5303,0.56,0.2985,20,153,173,4,1
6529,10/4/11,4,0,10,14,0,2,1,1,0.58,0.5455,0.53,0.2537,27,156,183,4,1
6530,10/4/11,4,0,10,15,0,2,1,1,0.58,0.5455,0.56,0.2836,28,166,194,4,1
6531,10/4/11,4,0,10,16,0,2,1,1,0.58,0.5455,0.56,0.3284,36,273,309,4,1
6532,10/4/11,4,0,10,17,0,2,1,1,0.56,0.5303,0.6,0.3881,55,530,585,4,1
6533,10/4/11,4,0,10,18,0,2,1,1,0.54,0.5152,0.64,0.2836,68,456,524,4,1
6534,10/4/11,4,0,10,19,0,2,1,1,0.52,0.5,0.68,0.2239,35,310,345,4,1
6535,10/4/11,4,0,10,20,0,2,1,1,0.52,0.5,0.68,0.2239,25,236,261,4,1
6536,10/4/11,4,0,10,21,0,2,1,1,0.5,0.4848,0.72,0.1343,22,144,166,4,1
6537,10/4/11,4,0,10,22,0,2,1,1,0.5,0.4848,0.72,0.1343,8,106,114,4,1
6538,10/4/11,4,0,10,23,0,2,1,1,0.48,0.4697,0.77,0.1343,6,60,66,4,1
6539,10/5/11,4,0,10,0,0,3,1,1,0.48,0.4697,0.77,0.1343,7,36,43,5,1
6540,10/5/11,4,0,10,1,0,3,1,1,0.48,0.4697,0.77,0.1642,4,7,11,5,1
6541,10/5/11,4,0,10,2,0,3,1,1,0.46,0.4545,0.82,0.1642,1,2,3,5,1
6542,10/5/11,4,0,10,3,0,3,1,1,0.46,0.4545,0.82,0.1045,1,5,6,5,1
6543,10/5/11,4,0,10,4,0,3,1,1,0.44,0.4394,0.88,0,1,4,5,5,1
6544,10/5/11,4,0,10,5,0,3,1,1,0.44,0.4394,0.82,0.1343,3,29,32,5,1
6545,10/5/11,4,0,10,6,0,3,1,1,0.44,0.4394,0.82,0.1045,5,112,117,5,1
6546,10/5/11,4,0,10,7,0,3,1,1,0.46,0.4545,0.77,0.1045,9,292,301,5,1
6547,10/5/11,4,0,10,8,0,3,1,1,0.52,0.5,0.63,0,26,441,467,5,1
6548,10/5/11,4,0,10,9,0,3,1,1,0.54,0.5152,0.6,0.2985,32,187,219,5,1
6549,10/5/11,4,0,10,10,0,3,1,1,0.56,0.5303,0.56,0.3881,30,103,133,5,1
6550,10/5/11,4,0,10,11,0,3,1,1,0.6,0.6212,0.46,0.2836,32,138,170,5,1
6551,10/5/11,4,0,10,12,0,3,1,1,0.62,0.6212,0.43,0.3284,34,180,214,5,1
6552,10/5/11,4,0,10,13,0,3,1,1,0.64,0.6212,0.41,0.2239,30,189,219,5,1
6553,10/5/11,4,0,10,14,0,3,1,1,0.64,0.6212,0.41,0.2836,34,156,190,5,1
6554,10/5/11,4,0,10,15,0,3,1,1,0.64,0.6212,0.47,0.2836,35,147,182,5,1
6555,10/5/11,4,0,10,16,0,3,1,1,0.64,0.6212,0.47,0.3284,37,245,282,5,1
6556,10/5/11,4,0,10,17,0,3,1,1,0.64,0.6212,0.47,0.2537,66,525,591,5,1
6557,10/5/11,4,0,10,18,0,3,1,1,0.6,0.6212,0.53,0.1642,57,536,593,5,1
6558,10/5/11,4,0,10,19,0,3,1,1,0.58,0.5455,0.56,0.1343,40,334,374,5,1
6559,10/5/11,4,0,10,20,0,3,1,1,0.52,0.5,0.77,0.1642,18,228,246,5,1
6560,10/5/11,4,0,10,21,0,3,1,1,0.5,0.4848,0.82,0.1045,28,173,201,5,1
6561,10/5/11,4,0,10,22,0,3,1,1,0.52,0.5,0.72,0,20,134,154,5,1
6562,10/5/11,4,0,10,23,0,3,1,1,0.5,0.4848,0.77,0.1045,9,64,73,5,1
6563,10/6/11,4,0,10,0,0,4,1,1,0.5,0.4848,0.72,0.194,6,34,40,6,1
6564,10/6/11,4,0,10,1,0,4,1,1,0.48,0.4697,0.63,0.194,5,17,22,6,1
6565,10/6/11,4,0,10,2,0,4,1,1,0.46,0.4545,0.67,0.194,2,8,10,6,1
6566,10/6/11,4,0,10,3,0,4,1,1,0.44,0.4394,0.67,0.2239,1,4,5,6,1
6567,10/6/11,4,0,10,4,0,4,1,1,0.44,0.4394,0.62,0.2836,0,5,5,6,1
6568,10/6/11,4,0,10,5,0,4,1,1,0.42,0.4242,0.62,0.194,0,24,24,6,1
6569,10/6/11,4,0,10,6,0,4,1,1,0.4,0.4091,0.66,0.194,4,110,114,6,1
6570,10/6/11,4,0,10,7,0,4,1,1,0.42,0.4242,0.62,0.194,15,287,302,6,1
6571,10/6/11,4,0,10,8,0,4,1,1,0.44,0.4394,0.62,0.1642,20,437,457,6,1
6572,10/6/11,4,0,10,9,0,4,1,1,0.46,0.4545,0.63,0.194,20,188,208,6,1
6573,10/6/11,4,0,10,10,0,4,1,1,0.52,0.5,0.52,0,24,105,129,6,1
6574,10/6/11,4,0,10,11,0,4,1,1,0.54,0.5152,0.49,0,29,115,144,6,1
6575,10/6/11,4,0,10,12,0,4,1,1,0.56,0.5303,0.49,0.0896,46,180,226,6,1
6576,10/6/11,4,0,10,13,0,4,1,1,0.56,0.5303,0.46,0.0896,33,158,191,6,1
6577,10/6/11,4,0,10,14,0,4,1,1,0.58,0.5455,0.43,0.0896,56,139,195,6,1
6578,10/6/11,4,0,10,15,0,4,1,1,0.58,0.5455,0.46,0.1343,62,157,219,6,1
6579,10/6/11,4,0,10,16,0,4,1,1,0.58,0.5455,0.49,0.194,51,272,323,6,1
6580,10/6/11,4,0,10,17,0,4,1,1,0.56,0.5303,0.52,0.1343,63,505,568,6,1
6581,10/6/11,4,0,10,18,0,4,1,1,0.54,0.5152,0.64,0.0896,59,479,538,6,1
6582,10/6/11,4,0,10,19,0,4,1,1,0.52,0.5,0.59,0.1045,38,305,343,6,1
6583,10/6/11,4,0,10,20,0,4,1,1,0.5,0.4848,0.77,0.1045,29,231,260,6,1
6584,10/6/11,4,0,10,21,0,4,1,1,0.46,0.4545,0.88,0.0896,34,161,195,6,1
6585,10/6/11,4,0,10,22,0,4,1,1,0.46,0.4545,0.82,0,24,124,148,6,1
6586,10/6/11,4,0,10,23,0,4,1,1,0.44,0.4394,0.88,0.0896,18,81,99,6,1
6587,10/7/11,4,0,10,0,0,5,1,1,0.44,0.4394,0.88,0,19,48,67,7,1
6588,10/7/11,4,0,10,1,0,5,1,1,0.44,0.4394,0.88,0,3,25,28,7,1
6589,10/7/11,4,0,10,2,0,5,1,1,0.42,0.4242,0.88,0,0,5,5,7,1
6590,10/7/11,4,0,10,3,0,5,1,1,0.4,0.4091,0.87,0,1,9,10,7,1
6591,10/7/11,4,0,10,4,0,5,1,1,0.4,0.4091,0.87,0.1045,0,5,5,7,1
6592,10/7/11,4,0,10,5,0,5,1,1,0.42,0.4242,0.82,0,3,24,27,7,1
6593,10/7/11,4,0,10,6,0,5,1,1,0.42,0.4242,0.88,0,3,84,87,7,1
6594,10/7/11,4,0,10,7,0,5,1,1,0.42,0.4242,0.94,0,5,237,242,7,1
6595,10/7/11,4,0,10,8,0,5,1,1,0.46,0.4545,0.82,0,31,386,417,7,1
6596,10/7/11,4,0,10,9,0,5,1,1,0.48,0.4697,0.77,0,34,207,241,7,1
6597,10/7/11,4,0,10,10,0,5,1,1,0.52,0.5,0.68,0.0896,48,126,174,7,1
6598,10/7/11,4,0,10,11,0,5,1,1,0.56,0.5303,0.63,0,80,150,230,7,1
6599,10/7/11,4,0,10,12,0,5,1,1,0.6,0.6212,0.53,0,61,174,235,7,1
6600,10/7/11,4,0,10,13,0,5,1,1,0.6,0.6212,0.46,0,95,210,305,7,1
6601,10/7/11,4,0,10,14,0,5,1,1,0.62,0.6212,0.5,0,77,179,256,7,1
6602,10/7/11,4,0,10,15,0,5,1,1,0.66,0.6212,0.41,0,68,202,270,7,1
6603,10/7/11,4,0,10,16,0,5,1,1,0.64,0.6212,0.44,0,73,346,419,7,1
6604,10/7/11,4,0,10,17,0,5,1,1,0.6,0.6212,0.56,0.2537,101,462,563,7,1
6605,10/7/11,4,0,10,18,0,5,1,1,0.56,0.5303,0.6,0.0896,94,371,465,7,1
6606,10/7/11,4,0,10,19,0,5,1,1,0.56,0.5303,0.52,0,51,243,294,7,1
6607,10/7/11,4,0,10,20,0,5,1,1,0.54,0.5152,0.49,0,30,167,197,7,1
6608,10/7/11,4,0,10,21,0,5,1,1,0.5,0.4848,0.68,0,22,144,166,7,1
6609,10/7/11,4,0,10,22,0,5,1,1,0.5,0.4848,0.68,0,27,119,146,7,1
6610,10/7/11,4,0,10,23,0,5,1,1,0.5,0.4848,0.63,0,23,113,136,7,1
6611,10/8/11,4,0,10,0,0,6,0,1,0.48,0.4697,0.72,0,17,72,89,8,1
6612,10/8/11,4,0,10,1,0,6,0,1,0.46,0.4545,0.82,0,14,51,65,8,1
6613,10/8/11,4,0,10,2,0,6,0,1,0.46,0.4545,0.82,0,4,41,45,8,1
6614,10/8/11,4,0,10,3,0,6,0,1,0.44,0.4394,0.88,0,4,16,20,8,1
6615,10/8/11,4,0,10,4,0,6,0,1,0.42,0.4242,0.94,0.1343,3,7,10,8,1
6616,10/8/11,4,0,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,1,7,8,8,1
6617,10/8/11,4,0,10,6,0,6,0,1,0.42,0.4242,0.94,0,6,16,22,8,1
6618,10/8/11,4,0,10,7,0,6,0,1,0.42,0.4242,0.94,0.0896,27,46,73,8,1
6619,10/8/11,4,0,10,8,0,6,0,1,0.46,0.4545,0.82,0,14,89,103,8,1
6620,10/8/11,4,0,10,9,0,6,0,1,0.5,0.4848,0.77,0,54,163,217,8,1
6621,10/8/11,4,0,10,10,0,6,0,1,0.52,0.5,0.77,0,120,217,337,8,1
6622,10/8/11,4,0,10,11,0,6,0,1,0.58,0.5455,0.56,0,176,221,397,8,1
6623,10/8/11,4,0,10,12,0,6,0,1,0.62,0.6212,0.35,0,191,255,446,8,1
6624,10/8/11,4,0,10,13,0,6,0,1,0.62,0.6212,0.46,0.1045,256,229,485,8,1
6625,10/8/11,4,0,10,14,0,6,0,1,0.62,0.6212,0.5,0.0896,251,214,465,8,1
6626,10/8/11,4,0,10,15,0,6,0,1,0.66,0.6212,0.39,0,262,234,496,8,1
6627,10/8/11,4,0,10,16,0,6,0,1,0.64,0.6212,0.44,0.0896,221,230,451,8,1
6628,10/8/11,4,0,10,17,0,6,0,1,0.62,0.6212,0.5,0.1343,174,219,393,8,1
6629,10/8/11,4,0,10,18,0,6,0,1,0.6,0.6212,0.46,0.1045,135,224,359,8,1
6630,10/8/11,4,0,10,19,0,6,0,1,0.54,0.5152,0.68,0.1343,76,172,248,8,1
6631,10/8/11,4,0,10,20,0,6,0,1,0.52,0.5,0.77,0.1045,78,124,202,8,1
6632,10/8/11,4,0,10,21,0,6,0,1,0.52,0.5,0.77,0,54,133,187,8,1
6633,10/8/11,4,0,10,22,0,6,0,1,0.5,0.4848,0.77,0,45,104,149,8,1
6634,10/8/11,4,0,10,23,0,6,0,1,0.48,0.4697,0.88,0,52,90,142,8,1
6635,10/9/11,4,0,10,0,0,0,0,1,0.46,0.4545,0.88,0.0896,46,83,129,9,1
6636,10/9/11,4,0,10,1,0,0,0,1,0.46,0.4545,0.88,0,15,63,78,9,1
6637,10/9/11,4,0,10,2,0,0,0,1,0.46,0.4545,0.88,0,20,35,55,9,1
6638,10/9/11,4,0,10,3,0,0,0,1,0.44,0.4394,0.88,0,10,20,30,9,1
6639,10/9/11,4,0,10,4,0,0,0,1,0.44,0.4394,0.88,0,7,7,14,9,1
6640,10/9/11,4,0,10,5,0,0,0,1,0.44,0.4394,0.88,0,1,14,15,9,1
6641,10/9/11,4,0,10,6,0,0,0,1,0.44,0.4394,0.88,0,7,14,21,9,1
6642,10/9/11,4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0,18,26,44,9,1
6643,10/9/11,4,0,10,8,0,0,0,1,0.46,0.4545,0.88,0,25,82,107,9,1
6644,10/9/11,4,0,10,9,0,0,0,1,0.5,0.4848,0.77,0,66,119,185,9,1
6645,10/9/11,4,0,10,10,0,0,0,1,0.56,0.5303,0.68,0.0896,155,210,365,9,1
6646,10/9/11,4,0,10,11,0,0,0,1,0.62,0.6212,0.53,0.0896,189,234,423,9,1
6647,10/9/11,4,0,10,12,0,0,0,1,0.64,0.6212,0.44,0.0896,212,243,455,9,1
6648,10/9/11,4,0,10,13,0,0,0,1,0.66,0.6212,0.44,0.0896,225,193,418,9,1
6649,10/9/11,4,0,10,14,0,0,0,1,0.68,0.6364,0.47,0.1642,272,228,500,9,1
6650,10/9/11,4,0,10,15,0,0,0,1,0.68,0.6364,0.51,0.1642,198,209,407,9,1
6651,10/9/11,4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,223,247,470,9,1
6652,10/9/11,4,0,10,17,0,0,0,1,0.62,0.6061,0.61,0.1045,208,230,438,9,1
6653,10/9/11,4,0,10,18,0,0,0,1,0.64,0.6212,0.5,0.1045,186,228,414,9,1
6654,10/9/11,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,116,186,302,9,1
6655,10/9/11,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,59,134,193,9,1
6656,10/9/11,4,0,10,21,0,0,0,1,0.54,0.5152,0.83,0.1045,53,120,173,9,1
6657,10/9/11,4,0,10,22,0,0,0,2,0.52,0.5,0.94,0,48,104,152,9,1
6658,10/9/11,4,0,10,23,0,0,0,1,0.5,0.4848,0.88,0.1045,38,85,123,9,1
6659,10/10/11,4,0,10,0,1,1,0,1,0.5,0.4848,0.94,0,11,42,53,10,1
6660,10/10/11,4,0,10,1,1,1,0,1,0.48,0.4697,0.88,0,4,30,34,10,1
6661,10/10/11,4,0,10,2,1,1,0,1,0.48,0.4697,0.88,0,4,15,19,10,1
6662,10/10/11,4,0,10,3,1,1,0,1,0.46,0.4545,0.88,0,2,9,11,10,1
6663,10/10/11,4,0,10,4,1,1,0,1,0.46,0.4545,0.94,0,2,4,6,10,1
6664,10/10/11,4,0,10,5,1,1,0,1,0.46,0.4545,0.94,0,2,19,21,10,1
6665,10/10/11,4,0,10,6,1,1,0,1,0.44,0.4394,0.94,0,5,39,44,10,1
6666,10/10/11,4,0,10,7,1,1,0,1,0.46,0.4545,0.88,0,12,102,114,10,1
6667,10/10/11,4,0,10,8,1,1,0,1,0.52,0.5,0.83,0,27,227,254,10,1
6668,10/10/11,4,0,10,9,1,1,0,1,0.54,0.5152,0.77,0,58,161,219,10,1
6669,10/10/11,4,0,10,10,1,1,0,1,0.56,0.5303,0.73,0.1642,107,158,265,10,1
6670,10/10/11,4,0,10,11,1,1,0,1,0.62,0.6061,0.69,0.0896,139,183,322,10,1
6671,10/10/11,4,0,10,12,1,1,0,2,0.7,0.6515,0.48,0.0896,164,201,365,10,1
6672,10/10/11,4,0,10,13,1,1,0,1,0.72,0.6515,0.37,0,146,219,365,10,1
6673,10/10/11,4,0,10,14,1,1,0,1,0.74,0.6515,0.37,0,147,223,370,10,1
6674,10/10/11,4,0,10,15,1,1,0,2,0.72,0.6515,0.42,0.1045,130,254,384,10,1
6675,10/10/11,4,0,10,16,1,1,0,2,0.7,0.6364,0.45,0.0896,154,248,402,10,1
6676,10/10/11,4,0,10,17,1,1,0,2,0.66,0.6212,0.54,0.1045,125,334,459,10,1
6677,10/10/11,4,0,10,18,1,1,0,2,0.64,0.6212,0.53,0,108,365,473,10,1
6678,10/10/11,4,0,10,19,1,1,0,2,0.58,0.5455,0.78,0.0896,69,267,336,10,1
6679,10/10/11,4,0,10,20,1,1,0,1,0.6,0.5909,0.73,0,37,188,225,10,1
6680,10/10/11,4,0,10,21,1,1,0,1,0.56,0.5303,0.88,0.0896,27,148,175,10,1
6681,10/10/11,4,0,10,22,1,1,0,1,0.56,0.5303,0.88,0.0896,22,104,126,10,1
6682,10/10/11,4,0,10,23,1,1,0,2,0.54,0.5152,0.88,0.1045,12,63,75,10,1
6683,10/11/11,4,0,10,0,0,2,1,2,0.54,0.5152,0.88,0,14,16,30,11,1
6684,10/11/11,4,0,10,1,0,2,1,2,0.52,0.5,0.94,0.0896,2,9,11,11,1
6685,10/11/11,4,0,10,2,0,2,1,2,0.52,0.5,0.94,0.1343,1,4,5,11,1
6686,10/11/11,4,0,10,3,0,2,1,2,0.52,0.5,0.88,0.1045,2,1,3,11,1
6687,10/11/11,4,0,10,4,0,2,1,2,0.52,0.5,0.88,0.1343,0,5,5,11,1
6688,10/11/11,4,0,10,5,0,2,1,2,0.52,0.5,0.88,0,0,20,20,11,1
6689,10/11/11,4,0,10,6,0,2,1,1,0.52,0.5,0.83,0.0896,9,114,123,11,1
6690,10/11/11,4,0,10,7,0,2,1,2,0.52,0.5,0.88,0.0896,19,333,352,11,1
6691,10/11/11,4,0,10,8,0,2,1,2,0.56,0.5303,0.83,0.1045,31,375,406,11,1
6692,10/11/11,4,0,10,9,0,2,1,2,0.6,0.5909,0.69,0,40,195,235,11,1
6693,10/11/11,4,0,10,10,0,2,1,2,0.6,0.5909,0.69,0.1343,38,111,149,11,1
6694,10/11/11,4,0,10,11,0,2,1,2,0.6,0.5909,0.73,0.1642,31,92,123,11,1
6695,10/11/11,4,0,10,12,0,2,1,2,0.6,0.5909,0.73,0.1642,51,130,181,11,1
6696,10/11/11,4,0,10,13,0,2,1,2,0.6,0.5909,0.73,0.194,42,138,180,11,1
6697,10/11/11,4,0,10,14,0,2,1,3,0.6,0.5909,0.73,0.1045,54,117,171,11,1
6698,10/11/11,4,0,10,15,0,2,1,2,0.6,0.5758,0.78,0.1642,36,139,175,11,1
6699,10/11/11,4,0,10,16,0,2,1,2,0.6,0.5909,0.73,0.1642,63,257,320,11,1
6700,10/11/11,4,0,10,17,0,2,1,2,0.6,0.5758,0.78,0.2537,70,534,604,11,1
6701,10/11/11,4,0,10,18,0,2,1,2,0.6,0.5758,0.78,0.2239,46,493,539,11,1
6702,10/11/11,4,0,10,19,0,2,1,2,0.58,0.5455,0.83,0.2239,33,285,318,11,1
6703,10/11/11,4,0,10,20,0,2,1,2,0.58,0.5455,0.83,0.2239,31,203,234,11,1
6704,10/11/11,4,0,10,21,0,2,1,2,0.58,0.5455,0.78,0.194,17,158,175,11,1
6705,10/11/11,4,0,10,22,0,2,1,2,0.56,0.5303,0.83,0.194,27,120,147,11,1
6706,10/11/11,4,0,10,23,0,2,1,2,0.56,0.5303,0.83,0.2836,10,47,57,11,1
6707,10/12/11,4,0,10,0,0,3,1,2,0.56,0.5303,0.83,0.1343,2,23,25,12,1
6708,10/12/11,4,0,10,1,0,3,1,3,0.56,0.5303,0.83,0.1343,2,8,10,12,1
6709,10/12/11,4,0,10,2,0,3,1,2,0.56,0.5303,0.83,0.2836,0,2,2,12,1
6710,10/12/11,4,0,10,3,0,3,1,3,0.54,0.5152,0.94,0.2985,0,2,2,12,1
6711,10/12/11,4,0,10,4,0,3,1,3,0.54,0.5152,0.94,0.3881,1,6,7,12,1
6712,10/12/11,4,0,10,5,0,3,1,2,0.54,0.5152,0.88,0.3284,0,22,22,12,1
6713,10/12/11,4,0,10,6,0,3,1,2,0.54,0.5152,0.88,0.2537,5,107,112,12,1
6714,10/12/11,4,0,10,7,0,3,1,2,0.54,0.5152,0.88,0.3881,15,244,259,12,1
6715,10/12/11,4,0,10,8,0,3,1,2,0.54,0.5152,0.88,0.3881,27,377,404,12,1
6716,10/12/11,4,0,10,9,0,3,1,2,0.54,0.5152,0.88,0.4478,14,183,197,12,1
6717,10/12/11,4,0,10,10,0,3,1,2,0.54,0.5152,0.88,0.3881,15,98,113,12,1
6718,10/12/11,4,0,10,11,0,3,1,3,0.54,0.5152,0.94,0.3284,18,102,120,12,1
6719,10/12/11,4,0,10,12,0,3,1,3,0.54,0.5152,0.88,0.3284,9,53,62,12,1
6720,10/12/11,4,0,10,13,0,3,1,3,0.54,0.5152,0.88,0.2239,25,76,101,12,1
6721,10/12/11,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.2836,8,70,78,12,1
6722,10/12/11,4,0,10,15,0,3,1,3,0.54,0.5152,0.94,0.2537,3,42,45,12,1
6723,10/12/11,4,0,10,16,0,3,1,2,0.56,0.5303,0.88,0.2239,5,50,55,12,1
6724,10/12/11,4,0,10,17,0,3,1,3,0.54,0.5152,0.94,0.2239,16,235,251,12,1
6725,10/12/11,4,0,10,18,0,3,1,3,0.54,0.5152,0.94,0.1343,11,161,172,12,1
6726,10/12/11,4,0,10,19,0,3,1,3,0.54,0.5152,0.94,0.1343,7,102,109,12,1
6727,10/12/11,4,0,10,20,0,3,1,3,0.54,0.5152,0.94,0.1045,9,81,90,12,1
6728,10/12/11,4,0,10,21,0,3,1,3,0.54,0.5152,1,0.1045,9,74,83,12,1
6729,10/12/11,4,0,10,22,0,3,1,3,0.54,0.5152,0.94,0.0896,3,40,43,12,1
6730,10/12/11,4,0,10,23,0,3,1,3,0.54,0.5152,0.94,0.0896,13,41,54,12,1
6731,10/13/11,4,0,10,0,0,4,1,2,0.54,0.5152,0.94,0.1343,1,14,15,13,1
6732,10/13/11,4,0,10,1,0,4,1,2,0.54,0.5152,0.94,0,3,9,12,13,1
6733,10/13/11,4,0,10,2,0,4,1,2,0.54,0.5152,0.94,0,0,4,4,13,1
